Nom	Nature	Classe	Structure	Effort nominal	Tau	Effort transversal en DP	Tau en DP	Caché	Hauteur totale	Element de base	Nom CAPFT	NomGESPOT	Description	Largeurbase	Epaisseurbase	bC3	bC3C	Graphique
14 JD 16    	BE	JD  	S	32	0.5	-1	1000	0	14	-1	14 JD 16    		Béton rectangulaire jumelé	796	640	190	0	RECTD
14 ER 8     	BE	ER  	S	8	0	-1	1000	0	14	-1	14 ER 8     		Béton simple carré	575	575	75	0	CARRE
14 ER 10    	BE	ER  	S	10	0	-1	1000	0	14	-1	14 ER 10    		Béton simple carré	600	600	75	0	CARRE
14 ER 12,5  	BE	ER  	S	12.5	0	-1	1000	0	14	-1	14 ER 12,5  		Béton simple carré	625	625	80	0	CARRE
14 ER 16    	BE	ER  	S	16	0	-1	1000	0	14	-1	14 ER 16    		Béton simple carré	650	650	105	0	CARRE
14 ER 20    	BE	ER  	S	20	0	-1	1000	0	14	-1	14 ER 20    		Béton simple carré	675	675	140	0	CARRE
14 JER 8    	BE	JER 	S	16	0	-1	1000	0	14	-1	14 JER 8    		Béton carré jumelé	575	1150	105	0	RECTD
14 JER 10   	BE	JER 	S	20	0	-1	1000	0	14	-1	14 JER 10   		Béton carré jumelé	600	1200	140	0	RECTD
14 JER 12,5 	BE	JER 	S	25	0	-1	1000	0	14	-1	14 JER 12,5 		Béton carré jumelé	625	1250	160	0	RECTD
14 JER 16   	BE	JER 	S	32	0	-1	1000	0	14	-1	14 JER 16   		Béton carré jumelé	650	1300	190	0	RECTD
14 JER 20   	BE	JER 	S	40	0	-1	1000	0	14	-1	14 JER 20   		Béton carré jumelé	675	1350	205	0	RECTD
15 S 1      	BO	S   	S	1	0	0.35	0	0	15	-1	15 S 1      		Simple bois	232	232	40	40	RONDBT
15 S 1,4    	BO	S   	S	1.4	0	0.45	0	0	15	-1	15 S 1,4    		Simple bois	252	252	40	40	RONDBT
15 S 1,9    	BO	S   	S	1.9	0	0.65	0	0	15	-1	15 S 1,9    		Simple bois	278	278	45	40	RONDBT
15 S 2,55   	BO	S   	S	2.55	0	0.85	0	0	15	-1	15 S 2,55   		Simple bois	298	298	45	45	RONDBT
15 S 3,25   	BO	S   	S	3.25	0	1.1	0	0	15	-1	15 S 3,25   		Simple bois	318	318	50	50	RONDBT
15 S 4,3    	BO	S   	S	4.3	0	1.5	0	0	15	-1	15 S 4,3    		Simple bois	343	343	60	90	RONDBT
15 S 5,5    	BO	S   	S	5.5	0	2	0	0	15	-1	15 S 5,5    		Simple bois	373	373	60	90	RONDBT
15 JS 1     	BO	JS  	S	2.55	0.85	1	0.66	0	15	-1	15 JS 1     		Jumelé bois	232	464	45	45	RONDD
15 JS 1,4   	BO	JS  	S	3.2	0.85	1.4	0.66	0	15	-1	15 JS 1,4   		Jumelé bois	252	504	50	65	RONDD
15 JS 1,9   	BO	JS  	S	5	0.85	2	0.66	0	15	-1	15 JS 1,9   		Jumelé bois	278	556	65	80	RONDD
15 JS 2,55  	BO	JS  	S	6.5	0.85	2.6	0.66	0	15	-1	15 JS 2,55  		Jumelé bois	298	596	80	0	RONDD
15 JS 3,25  	BO	JS  	S	8	0.85	3.3	0.66	0	15	-1	15 JS 3,25  		Jumelé bois	318	636	105	0	RONDD
15 JS 4,3   	BO	JS  	S	10.1	0.85	4.3	0.66	0	15	-1	15 JS 4,3   		Jumelé bois	343	686	110	0	RONDD
15 JS 5,5   	BO	JS  	S	14	0.85	5.5	0.66	0	15	-1	15 JS 5,5   		Jumelé bois	373	746	130	0	RONDD
15 CFY 1,4  	BO	CFY 	S	6.5	0.5	6.5	0.15	0	15	-1	15 CFY 1,4  		Contrefiché bois    	504	504	0	0	RONDD
15 CFY 2,55 	BO	CFY 	S	10	0.5	10	0.15	0	15	-1	15 CFY 2,55 		Contrefiché bois    	596	596	0	0	RONDD
15 CFZ 1,4  	BO	CFZ 	S	9.3	0.35	9.3	0.1	0	15	-1	15 CFZ 1,4  		Contrefiché bois    	504	504	0	0	RONDD
15 CFZ 2,55 	BO	CFZ 	S	16	0.35	16	0.1	0	15	-1	15 CFZ 2,55 		Contrefiché bois    	596	596	0	0	RONDD
9 SD 2	BO	SD  		2	1	0.75	1	0	9	-1	9 SD 2		Ancien simple bois					RONDBT
9 SE 3,05	BO	SE  		3.05	1	1.1	1	0	9	-1	9 SE 3,05		Ancien simple bois					RONDBT
9 SC 1,15   	BO	SC  		1.15	1	0.45	1	0	9	-1	9 SC 1,15   		Ancien simple bois					RONDBT
9 JSC 1,15  	BO	JSC 		3.45	0.85	1.35	0.65	0	9	-1	9 JSC 1,15  		Jumelé bois					RONDD
9 SCX 1,15  	BO	SCX 		3	0.65	3	0.5	0	9	-1	9 SCX 1,15  		Ancien contrefiché bois					RONDD
9 SCY 1,15  	BO	SCY 		5.6	0.55	5.6	0.42	0	9	-1	9 SCY 1,15  		Ancien contrefiché bois					RONDD
9 HSC 1,15  	BO	HSC 		8	0.18	8	0.05	0	9	-1	9 HSC 1,15  		Haubané bois					RONDH
9 JSD 2	BO	JSD 		5.75	0.85	2.25	0.65	0	9	-1	9 JSD 2		Jumelé bois					RONDD
9 SDY 2	BO	SDY 		8.9	0.55	8.9	0.42	0	9	-1	9 SDY 2		Ancien contrefiché bois					RONDD
9 SDZ 2	BO	SDZ 		14.1	0.35	14.1	0.27	0	9	-1	9 SDZ 2		Ancien contrefiché bois					RONDD
9 HSD 2	BO	HSD 		12.5	0.18	12.5	0.05	0	9	-1	9 HSD 2		Haubané bois					RONDH
9 JSE 3,05	BO	JSE 		8.1	0.85	3.3	0.65	0	9	-1	9 JSE 3,05		Jumelé bois					RONDD
10 SC 1,15  	BO	SC  		1.15	0	0.45	0	0	10	-1	10 SC 1,15  		Ancien simple bois	192	192	35	35	RONDBT
11 SC 1,15	BO	SC  		1.15	0	0.45	0	0	11	-1	11 SC 1,15		Ancien simple bois					RONDBT
12 SC 1,15	BO	SC  		1.15	0	0.45	0	0	12	-1	12 SC 1,15		Ancien simple bois					RONDBT
13 SC 1,15	BO	SC  		1.15	0	0.45	0	0	13	-1	13 SC 1,15		Ancien simple bois					RONDBT
14 SC 1,15	BO	SC  		1.15	0	0.45	0	0	14	-1	14 SC 1,15		Ancien simple bois					RONDBT
15 SC 1,15	BO	SC  		1.15	0	0.45	0	0	15	-1	15 SC 1,15		Ancien simple bois					RONDBT
10 JSC 1,15	BO	JSC 		3.45	0.85	1.35	0.65	0	10	-1	10 JSC 1,15		Jumelé bois	227	454	90	0	RONDD
11 JSC 1,15	BO	JSC 		3.45	0.85	1.35	0.65	0	11	-1	11 JSC 1,15		Jumelé bois	217	434	65	80	RONDD
12 JSC 1,15	BO	JSC 		3.45	0.85	1.35	0.65	0	12	-1	12 JSC 1,15		Jumelé bois					RONDD
13 JSC 1,15	BO	JSC 		3.45	0.85	1.35	0.65	0	13	-1	13 JSC 1,15		Jumelé bois					RONDD
14 JSC 1,15	BO	JSC 		3.45	0.85	1.35	0.65	0	14	-1	14 JSC 1,15		Jumelé bois					RONDD
15 JSC 1,15	BO	JSC 		3.45	0.85	1.35	0.65	0	15	-1	15 JSC 1,15		Jumelé bois					RONDD
10 SCX 1,15	BO	SCX 		3	0.65	3	0.5	0	10	-1	10 SCX 1,15		Ancien contrefiché bois					RONDD
11 SCX 1,15	BO	SCX 		3	0.65	3	0.5	0	11	-1	11 SCX 1,15		Ancien contrefiché bois					RONDD
12 SCX 1,15	BO	SCX 		3	0.65	3	0.5	0	12	-1	12 SCX 1,15		Ancien contrefiché bois					RONDD
13 SCX 1,15	BO	SCX 		3	0.65	3	0.5	0	13	-1	13 SCX 1,15		Ancien contrefiché bois					RONDD
14 SCX 1,15	BO	SCX 		3	0.65	3	0.5	0	14	-1	14 SCX 1,15		Ancien contrefiché bois					RONDD
15 SCX 1,15	BO	SCX 		3	0.65	3	0.5	0	15	-1	15 SCX 1,15		Ancien contrefiché bois					RONDD
10 SCY 1,15	BO	SCY 		5.6	0.55	5.6	0.42	0	10	-1	10 SCY 1,15		Ancien contrefiché bois					RONDD
11 SCY 1,15	BO	SCY 		5.6	0.55	5.6	0.42	0	11	-1	11 SCY 1,15		Ancien contrefiché bois					RONDD
12 SCY 1,15	BO	SCY 		5.6	0.55	5.6	0.42	0	12	-1	12 SCY 1,15		Ancien contrefiché bois					RONDD
13 SCY 1,15	BO	SCY 		5.6	0.55	5.6	0.42	0	13	-1	13 SCY 1,15		Ancien contrefiché bois					RONDD
14 SCY 1,15	BO	SCY 		5.6	0.55	5.6	0.42	0	14	-1	14 SCY 1,15		Ancien contrefiché bois					RONDD
15 SCY 1,15	BO	SCY 		5.6	0.55	5.6	0.42	0	15	-1	15 SCY 1,15		Ancien contrefiché bois					RONDD
10 HSC 1,15	BO	HSC 		8	0.18	8	0.05	0	10	-1	10 HSC 1,15		Haubané bois	207	207	35	40	RONDH
11 HSC 1,15	BO	HSC 		8	0.18	8	0.05	0	11	-1	11 HSC 1,15		Haubané bois	217	217	35	40	RONDH
12 HSC 1,15	BO	HSC 		8	0.18	8	0.05	0	12	-1	12 HSC 1,15		Haubané bois					RONDH
13 HSC 1,15	BO	HSC 		8	0.18	8	0.05	0	13	-1	13 HSC 1,15		Haubané bois					RONDH
10 SD 2     	BO	SD  		2	0	0.75	0	0	10	-1	10 SD 2     		Ancien simple bois	227	227	40	45	RONDBT
11 SD 2     	BO	SD  		2	0	0.75	0	0	11	-1	11 SD 2     		Ancien simple bois					RONDBT
12 SD 2     	BO	SD  		2	0	0.75	0	0	12	-1	12 SD 2     		Ancien simple bois					RONDBT
13 SD 2     	BO	SD  		2	0	0.75	0	0	13	-1	13 SD 2     		Ancien simple bois					RONDBT
14 SD 2     	BO	SD  		2	0	0.75	0	0	14	-1	14 SD 2     		Ancien simple bois					RONDBT
15 SD 2     	BO	SD  		2	0	0.75	0	0	15	-1	15 SD 2     		Ancien simple bois					RONDBT
10 JSD 2	BO	JSD 		5.75	0.85	2.25	0.65	0	10	-1	10 JSD 2		Jumelé bois	248	496	105	0	RONDD
11 JSD 2	BO	JSD 		5.75	0.85	2.25	0.65	0	11	-1	11 JSD 2		Jumelé bois	238	476	85	0	RONDD
12 JSD 2	BO	JSD 		5.75	0.85	2.25	0.65	0	12	-1	12 JSD 2		Jumelé bois					RONDD
13 JSD 2	BO	JSD 		5.75	0.85	2.25	0.65	0	13	-1	13 JSD 2		Jumelé bois					RONDD
14 JSD 2	BO	JSD 		5.75	0.85	2.25	0.65	0	14	-1	14 JSD 2		Jumelé bois					RONDD
15 JSD 2	BO	JSD 		5.75	0.85	2.25	0.65	0	15	-1	15 JSD 2		Jumelé bois					RONDD
10 SDY 2	BO	SDY 		8.9	0.55	8.9	0.42	0	10	-1	10 SDY 2		Ancien contrefiché bois					RONDD
11 SDY 2	BO	SDY 		8.9	0.55	8.9	0.42	0	11	-1	11 SDY 2		Ancien contrefiché bois					RONDD
12 SDY 2	BO	SDY 		8.9	0.55	8.9	0.42	0	12	-1	12 SDY 2		Ancien contrefiché bois					RONDD
13 SDY 2	BO	SDY 		8.9	0.55	8.9	0.42	0	13	-1	13 SDY 2		Ancien contrefiché bois					RONDD
14 SDY 2	BO	SDY 		8.9	0.55	8.9	0.42	0	14	-1	14 SDY 2		Ancien contrefiché bois					RONDD
15 SDY 2	BO	SDY 		8.9	0.55	8.9	0.42	0	15	-1	15 SDY 2		Ancien contrefiché bois					RONDD
10 SDZ 2	BO	SDZ 		14.1	0.35	14.1	0.27	0	10	-1	10 SDZ 2		Ancien contrefiché bois					RONDD
11 SDZ 2	BO	SDZ 		14.1	0.35	14.1	0.27	0	11	-1	11 SDZ 2		Ancien contrefiché bois					RONDD
12 SDZ 2	BO	SDZ 		14.1	0.35	14.1	0.27	0	12	-1	12 SDZ 2		Ancien contrefiché bois					RONDD
13 SDZ 2	BO	SDZ 		14.1	0.35	14.1	0.27	0	13	-1	13 SDZ 2		Ancien contrefiché bois					RONDD
14 SDZ 2	BO	SDZ 		14.1	0.35	14.1	0.27	0	14	-1	14 SDZ 2		Ancien contrefiché bois					RONDD
15 SDZ 2	BO	SDZ 		14.1	0.35	14.1	0.27	0	15	-1	15 SDZ 2		Ancien contrefiché bois					RONDD
10 HSD 2	BO	HSD 		12.5	0.18	12.5	0.05	0	10	-1	10 HSD 2		Haubané bois	227	227	40	45	RONDH
11 HSD 2	BO	HSD 		12.5	0.18	12.5	0.05	0	11	-1	11 HSD 2		Haubané bois	238	238	40	40	RONDH
12 HSD 2	BO	HSD 		12.5	0.18	12.5	0.05	0	12	-1	12 HSD 2		Haubané bois					RONDH
13 HSD 2	BO	HSD 		12.5	0.18	12.5	0.05	0	13	-1	13 HSD 2		Haubané bois					RONDH
10 SE 3,05  	BO	SE  		3.05	0	1.1	0	0	10	-1	10 SE 3,05  		Ancien simple bois	268	268	60	85	RONDBT
11 SE 3,05  	BO	SE  		3.05	0	1.1	0	0	11	-1	11 SE 3,05  		Ancien simple bois					RONDBT
12 SE 3,05  	BO	SE  		3.05	0	1.1	0	0	12	-1	12 SE 3,05  		Ancien simple bois					RONDBT
13 SE 3,05  	BO	SE  		3.05	0	1.1	0	0	13	-1	13 SE 3,05  		Ancien simple bois					RONDBT
14 SE 3,05  	BO	SE  		3.05	0	1.1	0	0	14	-1	14 SE 3,05  		Ancien simple bois					RONDBT
15 SE 3,05  	BO	SE  		3.05	0	1.1	0	0	15	-1	15 SE 3,05  		Ancien simple bois					RONDBT
10 JSE 3,05	BO	JSE 		8.1	0.85	3.3	0.65	0	10	-1	10 JSE 3,05		Jumelé bois					RONDD
11 JSE 3,05	BO	JSE 		8.1	0.85	3.3	0.65	0	11	-1	11 JSE 3,05		Jumelé bois	278	556	125	0	RONDD
12 JSE 3,05	BO	JSE 		8.1	0.85	3.3	0.65	0	12	-1	12 JSE 3,05		Jumelé bois					RONDD
13 JSE 3,05	BO	JSE 		8.1	0.85	3.3	0.65	0	13	-1	13 JSE 3,05		Jumelé bois					RONDD
14 JSE 3,05	BO	JSE 		8.1	0.85	3.3	0.65	0	14	-1	14 JSE 3,05		Jumelé bois					RONDD
15 JSE 3,05	BO	JSE 		8.1	0.85	3.3	0.65	0	15	-1	15 JSE 3,05		Jumelé bois					RONDD
6 FTM 1,4	FM	FTM		1.4	0	-1	1000	0	6	-1	6 FTM	MI6;MS6;MR6	Métallique simple					RONDFT
7 FTM 1,75	FM	FTM		1.75	0	-1	1000	0	7	-1	7 FTM	MS7;MI7;MR7	Métallique simple					RONDFT
8 FTM 1,75	FM	FTM		1.75	0	-1	1000	0	8	-1	8 FTM	MS8;MI8;MR8	Métallique simple					RONDFT
6 FTMX O.MIN	FM	FTMX		2.7	0	-1	1000	0	6	-1	6 FTMX O.MIN	MC6 MIN	Métalliques Couples simples Ouverture min					RONDFTD
6 FTMX O.MAX	FM	FTMX		3.5	0.6	-1	1000	0	6	-1	6 FTMX O.MAX	MC6 MAX	Métalliques Couples simples Ouverture max					RONDFTD
7 FTMX O.MIN	FM	FTMX		2	0	-1	1000	0	7	-1	7 FTMX O.MIN	MC7 MIN	Métalliques Couples simples Ouverture min					RONDFTD
7 FTMX O.MAX	FM	FTMX		3	0	-1	1000	0	7	-1	7 FTMX O.MAX	MC7 MAX	Métalliques Couples simples Ouverture max					RONDFTD
8 FTMX O.MIN	FM	FTMX		2	0	-1	1000	0	8	-1	8 FTMX O.MIN	MC8  MIN	Métalliques Couples simples Ouverture min					RONDFTD
8 FTMX O.MAX	FM	FTMX		3	0	-1	1000	0	8	-1	8 FTMX O.MAX	MC8  MAX	Métalliques Couples simples Ouverture min					RONDFTD
6 FTMY O.MIN	FM	FTMY		9	0.6	-1	1000	0	6	-1	6 FTMY O.MIN	MC6 ANC MIN	Métalliques Couples ancrés et calés Ouverture min					RONDFTD
6 FTMY O.MAX	FM	FTMY		15	0.6	-1	1000	0	6	-1	6 FTMY O.MAX	MC6 ANC MAX	Métalliques Couples ancrés et calés Ouverture max					RONDFTD
7 FTMY O.MIN	FM	FTMY		9	0.5	-1	1000	0	7	-1	7 FTMY O.MIN	MC7 ANC MIN	Métalliques Couples ancrés et calés Ouverture min					RONDFTD
7 FTMY O.MAX	FM	FTMY		15	0.5	-1	1000	0	7	-1	7 FTMY O.MAX	MC7 ANC MAX	Métalliques Couples ancrés et calés Ouverture max					RONDFTD
8 FTMY O.MIN	FM	FTMY		9	0.5	-1	1000	0	8	-1	8 FTMY O.MIN	MC8 ANC MIN	Métalliques Couples ancrés et calés Ouverture min					RONDFTD
8 FTMY O.MAX	FM	FTMY		15	0.5	-1	1000	0	8	-1	8 FTMY O.MAX	MC8 ANC MAX	Métalliques Couples ancrés et calés Ouverturemax					RONDFTD
6 HFTM S30	FM	HFTM		3.75	0.37	-1	1000	0	6	-1	6 HFTM S30	MH6 S30	Métalliques Haubané simple, 30°					RONDFTH
6 HFTM S45	FM	HFTM		5.25	0.27	-1	1000	0	6	-1	6 HFTM S45	MH6 S45	Métalliques Haubané simple, 45°					RONDFTH
6 HFTM D30	FM	HFTM		7.5	0.19	-1	1000	0	6	-1	6 HFTM D30	MH6 D30	Métalliques Haubané double, 30°					RONDFTH
6 HFTM D45	FM	HFTM		10.5	0.13	-1	1000	0	6	-1	6 HFTM D45	MH6 D45	Métalliques Haubané double, 45°					RONDFTH
7 HFTM S30	FM	HFTM		3.75	0.47	-1	1000	0	7	-1	7 HFTM S30	MH7 S30	Métallique Haubané simple, 30°					RONDFTH
7 HFTM S45	FM	HFTM		5.25	0.33	-1	1000	0	7	-1	7 HFTM S45	MH7 S45	Métallique Haubané simple, 45°					RONDFTH
7 HFTM D30	FM	HFTM		7.5	0.23	-1	1000	0	7	-1	7 HFTM D30	MH7 D30	Métallique Haubané double, 30°					RONDFTH
7 HFTM D45	FM	HFTM		10.5	0.17	-1	1000	0	7	-1	7 HFTM D45	MH7 D45	Métallique Haubané double, 45°					RONDFTH
8 HFTM S30	FM	HFTM		3.75	0.47	-1	1000	0	8	-1	8 HFTM S30	MH8 S30	Métalliques Haubané simple, 30°					RONDFTH
8 HFTM S45	FM	HFTM		5.25	0.33	-1	1000	0	8	-1	8 HFTM S45	MH8 S45	Métalliques Haubané simple, 45°					RONDFTH
8 HFTM D30	FM	HFTM		7.5	0.23	-1	1000	0	8	-1	8 HFTM D30	MH8 D30	Métalliques Haubané double, 30°					RONDFTH
8 HFTM D45	FM	HFTM		10.5	0.17	-1	1000	0	8	-1	8 HFTM D45	MH8 D45	Métalliques Haubané double, 45°					RONDFTH
5,5 FT 1	FT	FT		1	0	0.35	0	0	5	-1	5,5 FT	BSC	Bois simple					RONDFT
5,5 JFT 1	FT	JFT 		2.5	0.8	0.9	0.8	0	5	-1	5,5 JFT	BM5	Moisés (ou jumelés)					RONDFTD
6,25 FT 1	FT	FT  		1	0	0.35	0	0	6.25	-1	6,25 FT	BS6;BR6	Bois simple					RONDFT
6,25 JFT 1	FT	JFT 		2.5	0.8	0.9	0.8	0	6.25	-1	6,25 JFT	BP6	Bois Portiques (ou jumelés avec entretoises) 					RONDFTD
6,25 FTX 1	FT	FTX		2.7	0.74	1.2	0.6	0	6.25	-1	6,25 FTX	BC6	Bois Couples simples					RONDFTD
6,25 HFT S30	FT	HFT 		3.75	0.35	3.75	0.1	0	6.25	-1	6,25 HFT S30	BH6 S30	Bois Haubané simple, 30°					RONDFTH
6,25 HFT S45	FT	HFT 		5.25	0.2	5.25	0.07	0	6.25	-1	6,25 HFT S45	BH6 S45	Bois Haubané simple, 45°					RONDFTH
6,25 HFT D30	FT	HFT 		7.5	0.13	7.5	0.05	0	6.25	-1	6,25 HFT D30	BH6 D30	Bois Haubané double, 30°					RONDFTH
6,25 HFT D45	FT	HFT 		10.5	0.1	10.5	0.03	0	6.25	-1	6,25 HFT D45	BH6 D45	Bois Haubané double, 45°					RONDFTH
7 FT 1,3	FT	FT  		1.3	0	0.45	0	0	7	-1	7 FT	BS7;BR7	Bois simple					RONDFT
7 JFT 1,3	FT	JFT 		3	0.8	1.3	0.7	0	7	-1	7 JFT	BM7;BP7	Bois Moisés (ou jumelés) ou Portiques					RONDFTD
7 FTX 1,3	FT	FTX		3.5	0.74	1.8	0.5	0	7	-1	7 FTX	BC7	Bois Couples simples					RONDFTD
7 FTY 1,3	FT	FTY		8	0.5	5	0.18	0	7	-1	7 FTY	BC7 ANC	Bois Couples ancrés et calés					RONDFTD
7 HFT S30   	FT	HFT 		3.75	0.35	3.75	0.12	0	7	-1	7 HFT S30   	BH7 S30	Bois Haubané simple, 30°					RONDFTH
7 HFT S45   	FT	HFT 		5.25	0.25	5.25	0.08	0	7	-1	7 HFT S45   	BH7 S45	Bois Haubané simple, 45°					RONDFTH
7 HFT D30   	FT	HFT 		7.5	0.17	7.5	0.06	0	7	-1	7 HFT D30   	BH7 D30	Bois Haubané double, 30°					RONDFTH
8 FT 1,3	FT	FT  		1.3	0	0.45	0	0	8	-1	8 FT	BS8;BR8	Bois simple					RONDFT
8 JFT 1,3	FT	JFT 		3	0.8	1.3	0.7	0	8	-1	8 JFT	BM8;BP8	Bois Moisés (ou jumelés) ou Portiques					RONDFTD
8 FTX 1,3	FT	FTX 		3.5	0.74	1.8	0.5	0	8	-1	8 FTX	BC8 	Bois Couples simples					RONDFTD
8 FTY 1,3	FT	FTY 		8	0.5	5	0.18	0	8	-1	8 FTY	BC8 ANC	Bois Couples ancrés et calés					RONDFTD
8 HFT S30   	FT	HFT 		3.75	0.35	3.75	0.12	0	8	-1	8 HFT S30   	BH8 S30	Bois Haubané simple, 30°					RONDFTH
8 HFT S45   	FT	HFT 		5.25	0.25	5.25	0.08	0	8	-1	8 HFT S45   	BH8 S45	Bois Haubané simple, 45°					RONDFTH
8 HFT D30   	FT	HFT 		7.5	0.17	7.5	0.06	0	8	-1	8 HFT D30   	BH8 D30	Bois Haubané double, 30°					RONDFTH
8 HFT D45   	FT	HFT 		10.5	0.12	10.5	0.04	0	8	-1	8 HFT D45   	BH8 D45	Bois Haubané double, 45°					RONDFTH
10 FT 1,6	FT	FT  		1.6	0	0.55	0	0	10	-1	10 FT	BS0	Bois simple					RONDFT
10 FTX 1,6	FT	FTX		3.5	0.74	1.8	0.5	0	10	-1	10 FTX	BC0	Couples simples					RONDFTD
10 FTY 1,6	FT	FTY		8	0.5	5	0.17	0	10	-1	10 FTY	BC0 ANC	Couples ancrés et calés					RONDFTD
10 HFT S30  	FT	HFT 		3.75	0.43	3.75	0.15	0	10	-1	10 HFT S30  	BH0 S30	Haubané simple, 30°					RONDFTH
10 HFT S45  	FT	HFT 		5.25	0.35	5.25	0.1	0	10	-1	10 HFT S45  	BH0 S45	Haubané simple, 45°					RONDFTH
10 HFT D30  	FT	HFT 		7.5	0.21	7.5	0.07	0	10	-1	10 HFT D30  	BH0 D30	Haubané double, 30°					RONDFTH
10 HFT D45  	FT	HFT 		10.5	0.15	10.5	0.05	0	10	-1	10 HFT D45  	BH0 D45	Haubané double, 45°					RONDFTH
7 HFT D45	FT	HFT 		10.5	0.12	10.5	0.04	0	7	-1	7 HFT D45	BH7 D45	Bois Haubané double, 45°					RONDFTH
6,25 FTY 1	FT	FTY		6	0.5	4	0.17	0	6.25	-1	6,25 FTY	BC6 ANC	Bois Couples ancrés et calés					RONDFTD
15 A 8	BE	A   	S	8	0.35	-1	1000	0	15	-1	15 A 8		Ancien poteau béton simple rectangulaire	244	520	0	0	RECT
12 A 7	BE	A   	S	7	0.35	-1	1000	0	12	-1	12 A 7		Ancien poteau béton simple rectangulaire	228	480	0	0	RECT
12 A 14	BE	A   	S	14	0.35	-1	1000	0	12	-1	12 A 14		Ancien poteau béton simple rectangulaire	244	520	0	0	RECT
11 A 14	BE	A   	S	14	0.35	-1	1000	0	11	-1	11 A 14		Ancien poteau béton simple rectangulaire	236	500	0	0	RECT
10 A 15	BE	A   	S	15	0.35	-1	1000	0	10	-1	10 A 15		Ancien poteau béton simple rectangulaire	228	480	0	0	RECT
11 A 9	BE	A   	S	9	0.35	-1	1000	0	11	-1	11 A 9		Ancien poteau béton simple rectangulaire	300	460	0	0	RECT
10 A 12	BE	A   	S	12	0.35	-1	1000	0	10	-1	10 A 12		Ancien poteau béton simple rectangulaire	228	480	0	0	RECT
10 A 7	BE	A   	S	7	0.35	-1	1000	0	10	-1	10 A 7		Ancien poteau béton simple rectangulaire	212	440	0	0	RECT
15 A 4	BE	A   	S	4	0.35	-1	1000	0	15	-1	15 A 4		Ancien poteau béton simple rectangulaire	228	480	0	0	RECT
8 FS	FF	F		1.75	0	-1	1000	0	8	-1	8 FS	FS8	Poteau Composite simple					RONDFT
9 CFY 1,9	BO	CFY 	S	8	0.55	10	0.15	0	9	-1	9 CFY 1,9		Contrefiché bois    	434	434	60	80	RONDD
10 CFY 1,9	BO	CFY 	S	8	0.5	10	0.15	0	10	-1	10 CFY 1,9		Contrefiché bois    	454	454	55	70	RONDD
11 CFY 1,9	BO	CFY 	S	8	0.5	10	0.15	0	11	-1	11 CFY 1,9		Contrefiché bois    	476	476	50	65	RONDD
12 CFY 1,9	BO	CFY 	S	8	0.5	10	0.15	0	12	-1	12 CFY 1,9		Contrefiché bois    	496	496	50	60	RONDD
13 CFY 1,9	BO	CFY 	S	8	0.5	10	0.15	0	13	-1	13 CFY 1,9		Contrefiché bois    	514	514	45	55	RONDD
14 CFY 1,9	BO	CFY 	S	8	0.5	10	0.15	0	14	-1	14 CFY 1,9		Contrefiché bois    	534	534	50	55	RONDD
15 CFY 1,9	BO	CFY 	S	8	0.5	10	0.15	0	15	-1	15 CFY 1,9		Contrefiché bois    					RONDD
8 MT 2,5	FM	FTM		2.5	0	-1	1000	-1	8	-1	8 MT	MT8	Métallique simple Tirage					RONDFT
10 JFT 1,6	FT	JFT		3	0.8	1.3	0.7	0	10	-1	10 JFT	BM0	Bois moisé (ou jumelé)					RONDFTD
7 FS	FF	F		1.75	0	-1	1000	0	7	-1	7 FS	FR7	Poteau Composite simple					RONDFT
8 FR	FF	F		4	0	-1	1000	0	8	-1	8 FR	FR8	Poteau Composite renforcé					RONDFT
7 FR	FF	F		4	0	-1	1000	0	7	-1	7 FR	FR7	Poteau Composite renforcé					RONDFT
9 M 1,4	ME	M	S	1.4	0	-1	1000	0	9	-1	9 M 1,4		Métal simple					RONDBT
6 MT 2,2	FM	FTM		2.2	0	-1	1000	0	6	-1	6 MT	MT6	Métallique simple Tirage					RONDFT
6 MX 0,9	FM	FTM		0.9	0	-1	1000	0	6	-1	6 MX	MX6	Métallique simple X					RONDFT
7 MT 2,5	FM	FTM		2.5	0	-1	1000	0	7	-1	7 MT	MT7	Métallique simple Tirage					RONDFT
7 MX 0,9	FM	FTM		0.9	0	-1	1000	0	7	-1	7 MX	MX7	Métallique simple X					RONDFT
8 MT 3,3	FM	FTM		3.3	0	-1	1000	0	8	-1	8 MT	MT8	Métallique simple Tirage					RONDFT
8 MX 0,9	FM	FTM		0.9	0	-1	1000	0	8	-1	8 MX	MX8	Métallique simple X					RONDFT
7 FTM 3	FM	FTM		3	0	-1	1000	0	7	-1	7 FTMF	MF7	Métallique simple fort					RONDFT
8 FTM 3	FM	FTM		3	0	-1	1000	0	8	-1	8 FTMF	MF8	Métallique simple fort					RONDFT
6 FTMZ	FM	FTMZ		9	0	-1	0		6	-1	0	M36 	Métallique triple (couple avec 2 jambes de force)					RONDFD
7 FTMZ	FM	FTMZ		9	0	-1	0		7	-1	0	M37	Métallique triple (couple avec 2 jambes de force)					RONDFD
8 FTMZ	FM	FTMZ		9	0	-1	0		8	-1	0	M38	Métallique triple (couple avec 2 jambes de force)					RONDFD
6,25 FTZ	FT	FTZ		6	0.5	4	0.17		6	-1	0	B36 	Bois triple (couple avec 2 jambes de force)					RONDFD
